"Fecha Hora (YYYY-MM-DD HH:MM)","Velocidad de viento en 20.0 metros [mean,m/s]","Velocidad de viento en 20.0 metros [max,m/s]","Velocidad de viento en 20.0 metros [sig,m/s]","Velocidad de viento en 10.0 metros [mean,m/s]","Velocidad de viento en 10.0 metros [max,m/s]","Velocidad de viento en 10.0 metros [sig,m/s]","Dirección del viento en 10.0 metros [mean,grados]","Dirección del viento en 10.0 metros [sig,grados]","Humedad Relativa [mean,%]","Temperatura [mean,C]","Presión Atmosférica [mean,hPa]"
"2010-04-11 16:20",7.30,8.80,0.60,6.80,8.70,0.60,263.00,23.00,86.0,16.15,926.00
"2010-04-11 16:30",7.30,8.80,0.60,6.80,8.40,0.70,265.00,24.00,86.0,16.15,926.00
"2010-04-11 16:40",6.80,7.80,0.40,6.50,7.60,0.50,265.00,24.00,86.0,16.25,926.00
"2010-04-11 16:50",6.70,7.80,0.40,6.30,7.30,0.40,264.00,26.00,86.0,16.05,926.00
"2010-04-11 17:00",6.60,7.90,0.40,6.20,7.00,0.40,264.00,32.00,86.0,15.85,926.00
"2010-04-11 17:10",6.40,7.50,0.50,6.00,7.20,0.50,261.00,26.00,87.0,15.65,926.00
"2010-04-11 17:20",6.40,7.30,0.30,6.10,6.70,0.30,261.00,22.00,87.0,15.65,926.00
"2010-04-11 17:30",5.90,7.00,0.30,5.50,6.40,0.30,262.00,26.00,88.0,15.55,926.00
"2010-04-11 17:40",5.60,7.90,0.60,5.30,7.40,0.60,267.00,35.00,88.0,15.55,926.00
"2010-04-11 17:50",5.60,7.00,0.60,5.10,6.60,0.60,272.00,27.00,89.0,15.65,926.00
"2010-04-11 18:00",5.40,7.80,0.90,5.10,7.20,0.80,258.00,20.00,89.0,15.55,926.00
"2010-04-11 18:10",4.80,6.30,0.60,4.50,6.20,0.60,262.00,23.00,90.0,15.45,926.00
"2010-04-11 18:20",4.60,6.30,0.80,4.20,5.70,0.70,267.00,19.00,90.0,15.55,926.00
"2010-04-11 18:30",4.00,5.80,0.90,3.70,5.90,0.90,253.00,18.00,90.0,15.45,926.00
"2010-04-11 18:40",4.30,6.30,0.70,4.00,5.70,0.60,241.00,10.00,91.0,15.45,927.00
"2010-04-11 18:50",4.30,5.70,0.50,4.00,5.50,0.60,245.00,13.00,91.0,15.45,926.00
"2010-04-11 19:00",4.40,5.90,0.70,4.00,5.50,0.60,267.00,21.00,92.0,15.35,927.00
"2010-04-11 19:10",3.80,5.20,0.60,3.50,5.30,0.60,271.00,21.00,92.0,15.35,927.00
"2010-04-11 19:20",3.70,5.10,0.60,3.50,5.20,0.60,232.00,14.00,93.0,15.25,927.00
"2010-04-11 19:30",3.40,4.50,0.60,3.30,4.80,0.50,243.00,19.00,93.0,15.15,927.00
"2010-04-11 19:40",3.30,4.50,0.70,3.00,4.30,0.60,273.00,21.00,93.0,15.15,927.00
"2010-04-11 19:50",3.40,5.10,0.60,3.10,4.60,0.60,277.00,25.00,93.0,15.15,927.00
"2010-04-11 20:00",3.20,4.80,0.50,3.00,4.50,0.50,264.00,20.00,94.0,15.15,927.00
"2010-04-11 20:10",3.20,5.00,0.50,3.10,5.10,0.50,229.00,10.00,93.0,15.05,927.00
"2010-04-11 20:20",3.40,4.50,0.40,3.20,4.40,0.60,258.00,23.00,94.0,15.05,928.00
"2010-04-11 20:30",3.80,4.70,0.30,3.60,4.30,0.30,249.00,19.00,94.0,15.15,928.00
"2010-04-11 20:40",4.30,6.00,0.50,4.20,5.90,0.40,237.00,14.00,94.0,15.15,928.00
"2010-04-11 20:50",3.80,5.10,0.40,3.70,5.00,0.50,224.00,8.00,94.0,15.05,928.00
"2010-04-11 21:00",3.50,4.70,0.40,3.50,4.60,0.40,239.00,13.00,94.0,15.05,928.00
"2010-04-11 21:10",3.20,4.10,0.30,3.10,4.00,0.30,257.00,16.00,94.0,15.05,928.00
"2010-04-11 21:20",3.40,4.50,0.40,3.20,4.30,0.40,266.00,25.00,94.0,15.05,928.00
"2010-04-11 21:30",3.20,4.80,0.40,3.10,4.30,0.40,269.00,30.00,94.0,15.05,928.00
"2010-04-11 21:40",2.70,3.80,0.40,2.60,3.40,0.40,277.00,21.00,94.0,15.05,928.00
"2010-04-11 21:50",2.50,3.50,0.40,2.30,3.20,0.40,274.00,29.00,94.0,15.05,928.00
"2010-04-11 22:00",3.10,3.90,0.30,2.90,3.60,0.30,284.00,30.00,94.0,15.15,928.00
"2010-04-11 22:10",2.90,4.30,0.50,2.70,4.70,0.70,277.00,20.00,94.0,15.15,929.00
"2010-04-11 22:20",2.90,3.40,0.20,2.70,3.20,0.20,269.00,30.00,94.0,15.15,929.00
"2010-04-11 22:30",3.30,3.90,0.20,3.10,3.70,0.20,264.00,27.00,94.0,15.15,928.00
"2010-04-11 22:40",3.00,3.50,0.20,2.80,3.30,0.20,260.00,21.00,94.0,15.15,929.00
"2010-04-11 22:50",2.80,3.10,0.10,2.60,3.00,0.10,257.00,16.00,94.0,15.15,929.00
"2010-04-11 23:00",2.60,3.20,0.30,2.50,3.00,0.20,262.00,23.00,94.0,15.35,929.00
"2010-04-11 23:10",2.50,2.90,0.20,2.40,2.80,0.20,263.00,23.00,94.0,15.25,929.00
"2010-04-11 23:20",2.10,2.40,0.10,2.00,2.40,0.10,261.00,20.00,94.0,15.15,929.00
"2010-04-11 23:30",2.00,2.50,0.10,1.90,2.30,0.10,256.00,25.00,95.0,15.15,929.00
"2010-04-11 23:40",2.30,2.90,0.30,2.30,2.70,0.20,259.00,25.00,94.0,15.05,929.00
"2010-04-11 23:50",2.10,2.60,0.20,2.00,2.50,0.30,253.00,22.00,94.0,15.25,929.00
"2010-04-12 00:00",2.60,3.10,0.30,2.40,3.00,0.30,266.00,23.00,95.0,15.25,929.00
"2010-04-12 00:10",2.90,3.80,0.30,2.70,3.40,0.30,270.00,23.00,94.0,15.15,928.00
"2010-04-12 00:20",2.60,3.20,0.20,2.50,2.90,0.20,274.00,33.00,94.0,15.15,929.00
"2010-04-12 00:30",2.90,3.30,0.20,2.70,3.10,0.20,283.00,24.00,95.0,15.25,929.00
"2010-04-12 00:40",2.60,3.10,0.20,2.40,2.90,0.20,281.00,33.00,94.0,15.05,928.00
"2010-04-12 00:50",2.80,3.40,0.20,2.60,3.30,0.30,263.00,24.00,95.0,15.25,928.00
"2010-04-12 01:00",2.90,3.60,0.30,2.70,3.50,0.30,265.00,24.00,95.0,15.35,928.00
"2010-04-12 01:10",2.90,3.60,0.30,2.80,3.40,0.20,268.00,29.00,95.0,15.25,928.00
"2010-04-12 01:20",2.80,3.50,0.30,2.70,3.40,0.30,260.00,28.00,95.0,15.05,928.00
"2010-04-12 01:30",3.00,3.70,0.30,3.00,3.70,0.30,263.00,21.00,95.0,15.05,928.00
"2010-04-12 01:40",3.00,3.50,0.20,2.80,3.30,0.20,261.00,25.00,95.0,15.05,928.00
"2010-04-12 01:50",2.60,3.10,0.20,2.50,3.00,0.20,256.00,16.00,95.0,14.95,928.00
"2010-04-12 02:00",2.50,4.10,0.40,2.30,3.80,0.40,270.00,28.00,95.0,14.95,928.00
"2010-04-12 02:10",2.30,2.90,0.30,2.20,2.70,0.20,258.00,31.00,95.0,14.85,928.00
"2010-04-12 02:20",2.30,3.60,0.30,2.30,3.10,0.30,257.00,18.00,95.0,14.85,928.00
"2010-04-12 02:30",2.50,2.90,0.20,2.40,2.90,0.20,259.00,21.00,96.0,14.85,927.00
"2010-04-12 02:40",2.30,2.80,0.30,2.20,2.80,0.20,261.00,23.00,95.0,14.85,927.00
"2010-04-12 02:50",2.20,2.90,0.30,2.00,2.80,0.40,268.00,25.00,95.0,14.95,927.00
"2010-04-12 03:00",2.70,3.50,0.30,2.60,3.70,0.40,260.00,27.00,95.0,14.85,927.00
"2010-04-12 03:10",3.10,3.70,0.30,2.90,3.50,0.20,268.00,29.00,95.0,14.85,927.00
"2010-04-12 03:20",2.80,3.30,0.20,2.70,3.20,0.20,259.00,24.00,95.0,14.75,927.00
"2010-04-12 03:30",2.80,3.30,0.30,2.70,3.20,0.30,256.00,21.00,95.0,14.75,927.00
"2010-04-12 03:40",2.10,2.40,0.20,1.90,2.30,0.10,261.00,30.00,95.0,14.75,927.00
"2010-04-12 03:50",1.90,2.30,0.20,1.80,2.10,0.10,269.00,32.00,96.0,14.75,927.00
"2010-04-12 04:00",1.70,2.10,0.10,1.60,1.90,0.10,262.00,22.00,95.0,14.75,927.00
"2010-04-12 04:10",2.00,3.20,0.30,1.90,3.10,0.30,285.00,33.00,96.0,14.75,927.00
"2010-04-12 04:20",1.90,2.30,0.20,1.80,2.20,0.20,283.00,23.00,96.0,14.75,927.00
"2010-04-12 04:30",2.00,3.30,0.40,1.90,2.60,0.40,295.00,16.00,95.0,14.65,927.00
"2010-04-12 04:40",1.80,2.30,0.20,1.70,2.20,0.20,305.00,6.00,95.0,14.75,927.00
"2010-04-12 04:50",1.50,2.00,0.40,1.50,2.00,0.30,281.00,18.00,95.0,14.75,927.00
"2010-04-12 05:00",1.10,1.70,0.30,1.00,1.50,0.20,292.00,16.00,95.0,14.85,927.00
"2010-04-12 05:10",1.50,2.70,0.40,1.50,2.60,0.40,314.00,11.00,95.0,14.85,927.00
"2010-04-12 05:20",2.10,3.20,0.60,2.00,2.90,0.50,343.00,23.00,95.0,14.95,927.00
"2010-04-12 05:30",2.30,3.30,0.30,2.20,3.40,0.30,305.00,6.00,95.0,15.05,927.00
"2010-04-12 05:40",2.40,4.00,0.40,2.30,3.80,0.40,293.00,11.00,95.0,15.05,927.00
"2010-04-12 05:50",2.20,3.00,0.30,2.00,2.50,0.20,291.00,10.00,95.0,14.95,927.00
"2010-04-12 06:00",1.00,2.70,0.60,0.70,2.30,0.40,290.00,29.00,95.0,15.05,927.00
"2010-04-12 06:10",1.40,2.30,0.40,1.20,1.90,0.30,5.00,1.00,95.0,15.05,927.00
"2010-04-12 06:20",0.90,2.20,0.40,1.00,2.00,0.50,73.00,50.00,94.0,15.15,927.00
"2010-04-12 06:30",1.50,2.30,0.20,1.40,2.10,0.30,135.00,10.00,94.0,15.15,927.00
"2010-04-12 06:40",3.00,4.00,0.70,2.80,4.20,0.90,79.00,12.00,94.0,15.05,927.00
"2010-04-12 06:50",3.30,5.20,0.70,3.10,5.40,0.80,69.00,12.00,94.0,15.15,927.00
"2010-04-12 07:00",4.20,5.60,0.70,4.10,5.80,0.80,77.00,7.00,94.0,15.25,927.00
"2010-04-12 07:10",4.30,5.30,0.40,3.10,5.20,0.80,92.00,13.00,94.0,15.25,927.00
"2010-04-12 07:20",4.20,5.00,0.30,3.10,4.60,0.60,104.00,12.00,94.0,15.25,927.00
"2010-04-12 07:30",4.40,5.50,0.60,4.00,5.70,0.80,84.00,18.00,93.0,15.15,927.00
"2010-04-12 07:40",4.80,5.80,0.50,4.50,5.90,0.70,80.00,8.00,93.0,15.25,927.00
"2010-04-12 07:50",5.30,6.70,0.50,5.10,7.00,0.60,69.00,10.00,93.0,15.35,927.00
"2010-04-12 08:00",5.20,6.60,0.50,5.00,6.80,0.60,63.00,7.00,92.0,15.35,927.00
"2010-04-12 08:10",4.90,6.50,0.60,4.80,6.60,0.60,73.00,11.00,93.0,15.35,927.00
"2010-04-12 08:20",5.00,6.70,0.40,4.90,6.50,0.60,76.00,9.00,92.0,15.35,928.00
"2010-04-12 08:30",5.40,6.70,0.50,4.80,6.60,0.80,86.00,10.00,92.0,15.45,928.00
"2010-04-12 08:40",5.30,6.60,0.50,4.10,7.50,1.20,94.00,13.00,92.0,15.55,927.00
"2010-04-12 08:50",5.50,6.70,0.40,4.30,6.50,0.90,93.00,9.00,91.0,15.55,927.00
"2010-04-12 09:00",5.50,6.60,0.40,3.70,6.10,0.90,101.00,11.00,91.0,15.75,928.00
"2010-04-12 09:10",4.90,6.70,0.60,4.20,6.80,0.90,89.00,13.00,90.0,15.75,928.00
"2010-04-12 09:20",4.80,6.60,0.70,3.90,5.70,0.80,92.00,23.00,90.0,16.05,928.00
"2010-04-12 09:30",4.10,6.10,0.70,3.20,5.10,0.70,92.00,21.00,90.0,16.05,928.00
"2010-04-12 09:40",3.70,6.70,1.00,3.50,7.20,1.00,54.00,22.00,89.0,16.15,928.00
"2010-04-12 09:50",3.60,5.20,0.80,3.50,5.00,0.90,33.00,18.00,88.0,16.45,928.00
"2010-04-12 10:00",3.90,5.30,0.50,3.50,4.80,0.60,69.00,21.00,88.0,16.65,928.00
"2010-04-12 10:10",2.90,5.00,0.70,2.80,5.00,0.70,49.00,14.00,87.0,16.95,928.00
"2010-04-12 10:20",3.30,5.10,0.70,3.40,5.00,0.80,29.00,23.00,87.0,17.05,928.00
"2010-04-12 10:30",2.00,4.10,1.00,1.90,4.50,1.10,70.00,40.00,86.0,17.15,928.00
"2010-04-12 10:40",2.40,4.20,0.90,2.30,4.60,0.90,101.00,30.00,85.0,17.55,928.00
"2010-04-12 10:50",3.40,5.10,0.80,2.90,5.00,0.80,88.00,16.00,84.0,17.95,928.00
"2010-04-12 11:00",2.30,4.70,0.70,2.20,4.30,0.70,89.00,31.00,83.0,18.15,928.00
"2010-04-12 11:10",2.40,4.60,0.90,2.30,4.80,1.10,73.00,26.00,82.0,18.35,928.00
"2010-04-12 11:20",2.50,6.60,1.40,2.40,6.60,1.50,40.00,87.00,81.0,18.75,928.00
"2010-04-12 11:30",5.80,7.90,0.80,5.60,7.70,0.90,260.00,17.00,78.0,19.05,928.00
"2010-04-12 11:40",6.20,8.00,0.70,6.00,8.40,0.80,263.00,16.00,79.0,17.95,928.00
"2010-04-12 11:50",6.10,8.80,0.80,5.80,7.90,1.00,266.00,19.00,78.0,17.85,928.00
"2010-04-12 12:00",7.10,9.20,0.80,6.70,8.50,0.80,261.00,17.00,78.0,17.45,928.00
"2010-04-12 12:10",7.10,9.10,0.80,6.70,9.10,0.80,264.00,19.00,78.0,17.35,927.00
"2010-04-12 12:20",6.90,9.30,1.00,6.50,8.80,1.00,267.00,23.00,78.0,17.25,927.00
"2010-04-12 12:30",6.80,8.90,0.80,6.40,8.80,0.90,265.00,29.00,79.0,17.05,927.00
"2010-04-12 12:40",6.60,8.60,0.80,6.30,7.90,0.80,269.00,30.00,78.0,17.25,927.00
"2010-04-12 12:50",7.30,9.70,0.90,6.80,8.90,1.00,269.00,24.00,79.0,17.25,927.00
"2010-04-12 13:00",7.90,11.50,1.10,7.40,9.90,1.10,266.00,16.00,79.0,17.35,927.00
"2010-04-12 13:10",8.10,10.30,0.90,7.50,9.80,1.10,262.00,14.00,79.0,17.15,927.00
"2010-04-12 13:20",7.70,10.30,1.10,7.20,9.80,1.00,268.00,12.00,79.0,17.05,927.00
"2010-04-12 13:30",7.80,10.30,0.90,7.50,9.60,0.90,263.00,13.00,79.0,16.95,927.00
"2010-04-12 13:40",7.40,10.40,1.00,7.00,9.50,1.10,265.00,22.00,79.0,17.05,927.00
"2010-04-12 13:50",7.50,9.70,0.90,7.10,9.40,0.90,261.00,13.00,79.0,17.05,926.00
"2010-04-12 14:00",7.30,9.80,0.90,6.90,8.90,0.90,261.00,14.00,79.0,17.05,926.00
"2010-04-12 14:10",7.50,10.50,1.00,7.10,9.70,1.00,265.00,16.00,79.0,17.05,926.00
"2010-04-12 14:20",7.40,10.20,0.90,7.00,9.10,0.90,260.00,23.00,80.0,17.25,926.00
"2010-04-12 14:30",7.60,9.90,1.00,7.20,9.70,1.00,266.00,13.00,79.0,17.05,926.00
"2010-04-12 14:40",7.50,9.70,0.90,7.10,9.30,1.00,265.00,12.00,79.0,17.25,926.00
"2010-04-12 14:50",7.50,9.90,1.00,7.10,10.60,1.10,264.00,10.00,79.0,17.15,926.00
"2010-04-12 15:00",7.90,10.80,0.90,7.40,9.90,0.90,261.00,14.00,79.0,17.15,926.00
"2010-04-12 15:10",7.40,10.00,0.80,7.00,9.10,0.80,262.00,14.00,79.0,17.15,926.00
"2010-04-12 15:20",7.70,10.90,1.00,7.20,10.00,0.90,258.00,14.00,79.0,17.05,926.00
"2010-04-12 15:30",8.30,10.50,0.80,7.80,10.00,0.80,275.00,16.00,80.0,17.35,925.00
"2010-04-12 15:40",8.40,10.80,0.90,7.90,10.80,1.00,259.00,13.00,79.0,17.15,926.00
"2010-04-12 15:50",8.90,10.60,0.60,8.40,10.50,0.70,263.00,10.00,79.0,16.85,925.00
"2010-04-12 16:00",8.90,11.20,0.70,8.40,11.00,0.80,266.00,17.00,79.0,16.85,926.00
"2010-04-12 16:10",8.60,10.40,0.70,8.00,10.30,0.80,262.00,16.00,79.0,16.65,925.00
"2010-04-12 16:20",8.50,10.60,0.70,8.00,10.00,0.70,260.00,19.00,79.0,16.45,926.00
"2010-04-12 16:30",8.50,9.90,0.50,8.00,9.90,0.60,261.00,20.00,80.0,15.95,925.00
"2010-04-12 16:40",8.70,10.10,0.50,8.10,9.40,0.50,264.00,25.00,80.0,16.05,925.00
"2010-04-12 16:50",8.60,10.00,0.50,8.20,9.80,0.60,262.00,21.00,80.0,15.85,925.00
"2010-04-12 17:00",8.50,9.90,0.60,7.90,9.20,0.50,265.00,32.00,80.0,15.85,926.00
"2010-04-12 17:10",8.60,9.80,0.50,8.10,9.20,0.50,265.00,23.00,82.0,15.95,926.00
"2010-04-12 17:20",8.60,9.80,0.50,8.00,9.30,0.60,264.00,19.00,82.0,15.75,926.00
"2010-04-12 17:30",8.20,9.70,0.70,7.80,9.90,0.80,260.00,16.00,82.0,15.85,926.00
"2010-04-12 17:40",8.20,10.00,0.50,7.70,9.50,0.60,263.00,19.00,83.0,15.75,926.00
"2010-04-12 17:50",7.60,9.30,0.60,7.20,8.70,0.60,260.00,15.00,84.0,15.65,926.00
"2010-04-12 18:00",7.40,9.50,0.60,7.00,8.70,0.60,257.00,15.00,84.0,15.65,926.00
"2010-04-12 18:10",6.90,8.70,0.60,6.50,8.30,0.50,258.00,21.00,85.0,15.55,926.00
"2010-04-12 18:20",6.40,7.90,0.50,6.00,7.70,0.60,262.00,29.00,85.0,15.55,926.00
"2010-04-12 18:30",6.70,7.90,0.50,6.30,7.40,0.50,263.00,25.00,86.0,15.65,926.00
"2010-04-12 18:40",6.60,7.60,0.40,6.20,7.10,0.40,259.00,11.00,87.0,15.55,926.00
"2010-04-12 18:50",6.10,6.80,0.30,5.80,6.60,0.30,259.00,24.00,86.0,15.35,927.00
"2010-04-12 19:00",6.30,7.00,0.30,5.90,6.70,0.40,262.00,22.00,87.0,15.55,927.00
"2010-04-12 19:10",6.20,7.40,0.50,5.80,6.90,0.50,260.00,22.00,87.0,15.45,927.00
"2010-04-12 19:20",5.40,7.20,0.60,5.10,6.80,0.60,258.00,31.00,88.0,15.45,927.00
"2010-04-12 19:30",4.70,5.60,0.30,4.50,5.50,0.30,267.00,27.00,89.0,15.45,927.00
"2010-04-12 19:40",4.50,5.20,0.30,4.20,5.10,0.30,261.00,16.00,89.0,15.25,927.00
"2010-04-12 19:50",4.40,5.50,0.50,4.10,5.50,0.50,267.00,22.00,90.0,15.45,927.00
"2010-04-12 20:00",4.00,5.30,0.30,3.70,5.40,0.40,262.00,22.00,90.0,15.35,927.00
"2010-04-12 20:10",4.10,5.00,0.40,4.00,4.90,0.30,284.00,11.00,90.0,15.35,927.00
"2010-04-12 20:20",4.20,4.90,0.30,4.10,4.80,0.30,276.00,19.00,90.0,15.45,928.00
"2010-04-12 20:30",4.30,5.00,0.30,4.10,5.00,0.30,279.00,9.00,91.0,15.45,928.00
"2010-04-12 20:40",3.60,4.30,0.30,3.40,4.10,0.30,259.00,10.00,91.0,15.35,928.00
"2010-04-12 20:50",3.30,4.10,0.40,3.20,3.90,0.30,268.00,14.00,91.0,15.35,928.00
"2010-04-12 21:00",3.20,4.10,0.30,3.00,3.90,0.30,265.00,12.00,91.0,15.25,928.00
"2010-04-12 21:10",3.30,4.30,0.30,3.10,4.10,0.30,276.00,18.00,92.0,15.15,928.00
"2010-04-12 21:20",3.70,4.50,0.40,3.50,4.30,0.40,282.00,14.00,92.0,15.05,929.00
"2010-04-12 21:30",3.60,4.30,0.30,3.30,4.10,0.30,280.00,22.00,92.0,15.15,929.00
"2010-04-12 21:40",3.40,4.00,0.30,3.20,3.80,0.30,280.00,28.00,93.0,15.15,929.00
"2010-04-12 21:50",3.10,3.70,0.20,2.90,3.40,0.20,270.00,29.00,93.0,15.05,929.00
"2010-04-12 22:00",2.70,3.60,0.50,2.50,3.40,0.50,261.00,23.00,93.0,15.05,929.00
"2010-04-12 22:10",1.60,2.70,0.50,1.50,2.30,0.40,261.00,29.00,93.0,14.95,929.00
"2010-04-12 22:20",2.40,3.20,0.60,2.10,3.00,0.50,263.00,25.00,94.0,15.05,930.00
"2010-04-12 22:30",2.10,2.60,0.20,1.90,2.50,0.20,274.00,29.00,94.0,14.85,930.00
"2010-04-12 22:40",1.60,2.60,0.40,1.50,2.20,0.40,273.00,22.00,94.0,14.95,930.00
"2010-04-12 22:50",2.00,2.90,0.40,2.00,3.00,0.40,261.00,17.00,94.0,14.95,930.00
"2010-04-12 23:00",2.60,3.70,0.50,2.60,3.50,0.40,232.00,7.00,94.0,15.05,930.00
"2010-04-12 23:10",3.10,3.70,0.20,3.00,3.50,0.20,239.00,13.00,94.0,15.05,930.00
"2010-04-12 23:20",2.80,3.50,0.30,2.60,3.30,0.30,256.00,16.00,94.0,15.05,930.00
"2010-04-12 23:30",2.50,3.60,0.50,2.40,3.30,0.40,279.00,27.00,94.0,15.05,930.00
"2010-04-12 23:40",2.90,3.60,0.50,2.70,3.50,0.50,304.00,6.00,94.0,15.15,930.00
"2010-04-12 23:50",3.10,3.40,0.10,2.80,3.20,0.20,287.00,4.00,94.0,15.15,930.00
"2010-04-13 00:00",2.90,3.40,0.20,2.60,3.00,0.10,292.00,5.00,94.0,15.05,930.00
"2010-04-13 00:10",3.00,3.60,0.20,2.70,3.10,0.20,298.00,4.00,94.0,15.15,930.00
"2010-04-13 00:20",3.10,4.20,0.50,2.90,3.90,0.50,301.00,6.00,94.0,15.25,930.00
"2010-04-13 00:30",2.90,4.50,0.50,2.50,3.80,0.50,303.00,11.00,94.0,15.25,930.00
"2010-04-13 00:40",3.50,4.40,0.30,3.30,3.90,0.30,322.00,4.00,94.0,15.25,930.00
"2010-04-13 00:50",2.60,3.50,0.40,2.30,3.10,0.40,323.00,6.00,94.0,15.45,930.00
"2010-04-13 01:00",3.20,4.20,0.40,2.80,3.80,0.40,347.00,6.00,93.0,15.55,930.00
"2010-04-13 01:10",2.70,3.70,0.40,2.60,3.40,0.40,3.00,8.00,93.0,15.65,930.00
"2010-04-13 01:20",3.20,4.10,0.40,2.80,3.60,0.40,15.00,8.00,93.0,15.85,930.00
"2010-04-13 01:30",2.90,4.00,0.50,2.60,3.70,0.50,15.00,5.00,92.0,16.05,930.00
"2010-04-13 01:40",1.80,2.60,0.30,1.70,2.50,0.20,22.00,2.00,92.0,16.15,930.00
"2010-04-13 01:50",2.40,3.50,0.40,2.30,3.10,0.40,12.00,13.00,92.0,16.15,929.00
"2010-04-13 02:00",2.20,3.00,0.20,2.00,2.80,0.20,36.00,13.00,92.0,16.25,929.00
"2010-04-13 02:10",2.40,3.00,0.20,2.30,2.90,0.30,58.00,9.00,91.0,16.35,929.00
"2010-04-13 02:20",2.20,2.60,0.20,2.10,2.60,0.20,63.00,8.00,91.0,16.45,929.00
"2010-04-13 02:30",2.30,3.40,0.60,2.10,3.30,0.60,60.00,7.00,91.0,16.45,929.00
"2010-04-13 02:40",2.70,3.40,0.40,2.60,3.30,0.40,58.00,5.00,90.0,16.55,929.00
"2010-04-13 02:50",2.70,4.80,1.00,2.60,4.70,0.90,59.00,7.00,89.0,16.65,929.00
"2010-04-13 03:00",4.10,5.10,0.40,4.10,5.10,0.40,60.00,5.00,89.0,16.65,929.00
"2010-04-13 03:10",4.30,5.70,0.40,4.20,5.40,0.50,59.00,5.00,88.0,16.75,929.00
"2010-04-13 03:20",5.00,5.90,0.50,4.90,5.70,0.50,58.00,5.00,88.0,16.75,929.00
"2010-04-13 03:30",4.80,5.60,0.40,4.70,5.70,0.40,61.00,8.00,87.0,16.65,929.00
"2010-04-13 03:40",4.00,4.60,0.30,3.90,4.70,0.30,67.00,11.00,87.0,16.55,929.00
"2010-04-13 03:50",3.50,5.00,0.40,3.40,4.70,0.50,71.00,9.00,86.0,16.55,929.00
"2010-04-13 04:00",3.40,4.20,0.40,3.20,4.20,0.40,81.00,8.00,85.0,16.65,929.00
"2010-04-13 04:10",3.20,4.20,0.40,3.00,4.00,0.50,79.00,9.00,85.0,16.65,929.00
"2010-04-13 04:20",3.30,4.20,0.30,2.30,3.90,0.60,96.00,14.00,84.0,16.65,929.00
"2010-04-13 04:30",3.00,3.90,0.30,2.40,3.40,0.60,91.00,12.00,84.0,16.65,929.00
"2010-04-13 04:40",3.00,3.60,0.30,2.70,3.40,0.40,82.00,9.00,83.0,16.85,928.00
"2010-04-13 04:50",2.70,3.60,0.40,2.60,3.60,0.40,72.00,8.00,83.0,16.85,929.00
"2010-04-13 05:00",2.50,3.60,0.30,2.30,3.30,0.40,78.00,14.00,82.0,17.05,929.00
"2010-04-13 05:10",2.80,3.50,0.20,2.70,3.20,0.20,66.00,6.00,82.0,17.05,929.00
"2010-04-13 05:20",2.10,2.50,0.20,2.10,2.50,0.10,54.00,5.00,81.0,17.15,929.00
"2010-04-13 05:30",2.50,3.10,0.30,2.40,3.20,0.30,52.00,5.00,80.0,17.25,929.00
"2010-04-13 05:40",2.50,3.00,0.20,2.40,3.00,0.20,49.00,5.00,80.0,17.35,929.00
"2010-04-13 05:50",2.70,4.00,0.40,2.60,4.00,0.40,56.00,6.00,79.0,17.35,929.00
"2010-04-13 06:00",3.30,4.00,0.30,3.20,4.10,0.30,60.00,5.00,79.0,17.35,929.00
"2010-04-13 06:10",3.30,4.20,0.40,3.10,4.10,0.40,71.00,7.00,79.0,17.45,929.00
"2010-04-13 06:20",3.10,4.30,0.60,3.00,4.30,0.60,68.00,6.00,78.0,17.45,929.00
"2010-04-13 06:30",4.10,5.00,0.30,3.90,4.60,0.20,71.00,6.00,78.0,17.55,929.00
"2010-04-13 06:40",4.70,6.90,0.80,4.60,6.90,0.80,72.00,8.00,78.0,17.65,929.00
"2010-04-13 06:50",6.30,7.30,0.30,6.10,7.20,0.40,72.00,9.00,77.0,17.65,929.00
"2010-04-13 07:00",6.80,7.80,0.30,6.40,8.20,0.60,83.00,7.00,77.0,17.65,929.00
"2010-04-13 07:10",6.40,7.40,0.40,4.00,6.60,0.80,104.00,8.00,77.0,17.65,929.00
"2010-04-13 07:20",7.00,9.00,0.80,6.10,8.20,1.50,122.00,8.00,77.0,17.35,929.00
"2010-04-13 07:30",7.20,9.40,0.80,6.60,9.20,1.10,126.00,5.00,76.0,17.05,929.00
"2010-04-13 07:40",7.80,10.00,0.70,7.20,9.10,0.70,126.00,5.00,77.0,16.85,929.00
"2010-04-13 07:50",7.70,9.50,0.60,7.30,9.30,0.80,129.00,7.00,77.0,16.45,930.00
"2010-04-13 08:00",7.80,9.60,0.50,7.30,9.10,0.60,132.00,5.00,77.0,16.55,930.00
"2010-04-13 08:10",7.70,9.20,0.50,7.30,8.70,0.60,132.00,4.00,78.0,16.75,930.00
"2010-04-13 08:20",6.60,8.90,1.10,6.10,8.60,1.30,130.00,8.00,78.0,17.05,930.00
"2010-04-13 08:30",5.30,7.90,0.90,4.60,6.90,1.00,124.00,16.00,79.0,17.45,930.00
"2010-04-13 08:40",3.80,5.80,0.70,3.70,6.00,0.80,74.00,14.00,79.0,18.25,930.00
"2010-04-13 08:50",4.30,5.30,0.30,4.20,5.40,0.40,66.00,7.00,77.0,19.15,930.00
"2010-04-13 09:00",4.20,5.50,0.50,4.00,5.50,0.50,65.00,12.00,76.0,19.25,930.00
